	SRR8114442	SRR8114443	SRR8114444	SRR8114445	SRR8114446	SRR8114447	SRR8114448	SRR8114449	SRR8114450	SRR8114451	SRR8114452	SRR8114453	SRR8114454	SRR8114455	SRR8114456	SRR8114457	SRR8114458	SRR8114459	SRR8114460	SRR8114461	SRR8114462	SRR8114463
PTPN13	0.013936	0.030041	0.026691	0.028058	0.020680	0.612614	0.042973	0.027026	0.031490	0.008389	0.026161	0.012023	0.026134	0.014534	0.030719	0.016998	1.819436	0.029478	0.028678	0.070418	0.072833	0.067398
PTPN18	61.503723	35.095821	72.415001	71.497017	93.642914	5.565723	104.600403	65.850815	125.876755	74.274445	105.115707	66.548553	137.719177	48.298954	103.529915	126.578087	82.993294	105.516800	96.937241	11.557133	10.167351	11.472658
PTPN2	222.138428	163.236572	161.118622	270.665161	183.849854	7.938792	202.089966	276.211456	178.027771	176.139542	262.750061	178.528900	200.928757	138.877716	259.969788	272.135040	328.992310	157.251373	177.005920	16.866964	16.571972	19.265972
PTPN20	0.308529	0.186377	0.118725	0.057401	0.344129	1.933849	0.148842	1.786642	0.178072	0.058096	0.431702	0.228672	13.912517	0.071960	0.146662	0.390621	0.214170	0.198288	0.315753	0.276358	0.400403	0.330985
PTPN21	0.084664	3.952316	0.168450	0.223350	0.075206	0.686759	0.093080	0.883191	0.122369	1.187943	0.195632	0.090906	0.208806	0.307173	9.499246	0.459841	0.178626	0.232256	0.153200	0.504840	0.617876	0.605963
PTPN22	52.615715	221.421112	135.353882	31.613371	34.291405	7.051818	101.085419	107.497879	150.223633	102.249916	60.392296	31.492495	53.157997	77.239647	174.361191	70.287537	101.390411	62.842266	53.564598	15.050393	10.494285	11.863575
PTPN23	14.941653	7.609968	14.140275	16.847103	11.896409	7.047961	35.418854	9.675446	19.045557	6.531287	18.641651	34.542084	26.148724	7.088204	21.488029	14.759133	11.315146	5.498230	5.099098	4.119035	4.551539	5.759458
PTPN4	62.800957	32.534996	47.162735	81.026855	70.106384	2.851956	67.422226	37.207787	95.616295	29.458830	12.090958	80.207443	11.900341	49.914555	28.487553	48.808983	63.921955	40.503876	81.334793	8.625926	8.657601	9.260211
PTPN6	4.480062	11.077147	3.534443	12.608085	26.717999	3.519516	19.806475	18.584900	4.587267	2.714781	25.566793	5.519073	22.591866	3.102014	7.372173	14.326010	39.483940	11.691366	9.573899	1.856636	2.529676	2.145915
PTPN7	50.750034	56.388012	99.894493	39.963474	69.095421	3.338164	27.200394	43.212082	42.079277	111.631393	109.179329	126.134880	66.516701	121.208946	54.526016	33.321217	74.306465	33.724609	157.829498	10.804884	6.743289	9.396059
PTPN9	55.335777	18.276312	10.591722	11.275932	24.994989	2.423784	68.769028	25.954092	43.698498	49.652752	37.334705	26.684469	19.529125	22.004879	11.796951	12.239107	68.010506	77.099113	26.689299	6.413885	4.564482	4.709995
PTPRA	95.476471	60.134563	49.269993	85.558029	55.736282	3.781497	56.677879	42.666481	36.156345	81.166801	32.921715	86.257736	57.279411	29.495249	10.341239	47.525928	58.723961	31.578951	33.102600	7.275872	6.304112	7.839403
PTPRB	16.023462	19.614981	27.501839	18.897501	3.251224	1.969461	14.746436	6.619639	28.679623	21.027988	13.500944	7.726027	4.299054	5.722414	3.499141	20.953356	54.205395	21.048880	17.377558	3.954888	2.192564	3.115097
PTPRC	429.861755	120.562538	158.316879	200.342773	297.036560	6.400640	274.844177	268.740356	230.696381	204.994919	266.257172	273.804749	265.745636	112.065956	193.044983	166.668976	161.441010	236.551178	236.489487	18.485237	18.005001	20.177284
PTPRCAP	0.126556	0.640441	0.218843	0.130116	0.084302	0.193580	0.051392	0.035555	0.351333	0.319739	0.315098	0.244931	2.041153	4.117393	0.343424	3.848957	0.114841	0.715081	4.834264	1.567308	0.597622	0.885502
PTPRE	0.015608	0.036170	0.039527	0.023056	0.019957	0.161606	0.015203	0.005523	0.031114	0.038842	0.007238	0.027139	0.022782	0.730271	0.035122	0.361349	0.015553	0.029101	0.013858	0.399411	0.254786	0.337037
PTPRF	0.306840	1.488378	1.580609	1.027862	0.543804	2.263963	0.579360	13.497288	1.030354	0.554264	6.890168	1.376838	0.404698	0.305454	6.228133	0.862249	5.092978	0.874455	0.469381	0.413153	0.716149	0.763920
PTPRH	1.430918	8.165605	22.455488	21.942867	0.491795	1.253514	1.235921	2.441465	3.237079	18.838509	3.814368	2.628057	4.251680	7.600255	39.390236	18.039392	2.642525	10.156014	19.772928	3.418117	2.297102	3.164197
PTPRJ	3.168637	23.777405	18.261354	11.127428	12.863533	2.565797	4.664241	16.171852	23.285118	30.397614	13.159123	35.855198	35.269894	25.169518	90.175659	23.303942	30.176199	8.405668	26.261646	4.165042	3.402627	4.946552
PTPRK	0.118645	0.047649	0.086995	0.099575	0.158439	0.373174	0.293779	0.146554	0.068448	0.080740	0.022905	7.700254	0.096123	0.074279	0.036055	0.210127	0.059249	0.056401	0.048209	0.171936	0.259276	0.463050
PTPRN	0.336714	0.046833	0.034359	0.137273	13.332870	0.863487	0.358295	0.202898	0.051165	0.092500	0.062048	0.045266	0.072938	0.103443	0.698703	0.042624	0.092474	0.013855	0.052288	0.244273	0.872395	0.415286
PTPRO	0.040454	1.905632	0.028689	0.035386	0.923499	0.175128	0.075133	0.057843	0.039053	0.060080	0.030819	0.032544	0.117080	0.157848	0.087451	0.056522	0.060400	0.098694	0.046678	0.319138	0.414840	0.241518
PTPRR	279.090210	130.897354	130.494080	170.783478	310.084564	7.300799	253.246964	242.854065	235.823410	287.423248	101.890236	241.401764	123.279610	118.765915	169.259415	177.468887	78.676422	88.423782	47.621250	17.430487	19.803854	22.292105
PTPRS	10.045321	12.670753	19.992445	6.608544	8.746364	1.864111	11.920121	2.217877	2.482563	5.439805	25.211300	3.546609	2.319327	1.922584	2.841777	7.526817	3.752887	6.965207	6.376022	3.554810	3.168904	3.710465
PTPRU	0.159928	1.631188	0.610539	0.518755	0.271016	0.827712	0.181916	0.381348	6.985801	1.146956	0.242005	0.277803	0.182662	2.520976	7.549872	2.347492	0.445389	0.531537	0.178077	1.435425	1.301315	1.371139
PTPRVP	1.454772	3.850773	0.093909	0.059431	0.040790	0.289807	0.087097	0.086360	0.038272	0.139730	2.217975	0.039379	0.114806	0.117724	0.100240	0.104063	0.047950	0.708031	0.065350	0.645227	0.563854	0.475864
PTRH1	7.148196	20.398355	27.871304	10.596671	5.127876	2.214856	19.208874	8.909087	17.828394	13.457967	11.211411	16.509689	6.276048	21.030128	10.123335	14.017422	12.140944	13.856606	9.881887	5.822580	3.644897	4.659507
PTRH2	129.247131	159.308899	209.626099	138.071426	169.480530	6.444148	146.567398	214.144806	260.617706	184.423218	258.067261	146.289093	157.486084	154.075195	115.110992	100.075424	219.071594	103.130768	244.204239	15.771439	11.275085	12.973715
PTRHD1	61.817028	65.007263	43.791309	46.174896	36.088085	5.641293	53.739113	34.190247	64.681213	46.723869	65.337204	36.472004	65.901100	73.283562	87.424957	59.943237	49.204994	31.746214	49.326820	13.256495	10.508138	11.457468
PTS	33.214142	47.444450	62.559669	91.035240	84.792534	4.170472	61.515076	76.458282	96.486969	81.004837	53.308544	71.251396	69.057373	25.226410	57.576111	66.696556	78.347198	65.497192	81.113640	6.929931	6.731682	7.366932
PTTG1	634.805481	754.171204	751.136780	745.955933	669.591064	9.482180	639.700684	829.000366	862.276367	881.794922	791.063293	983.347046	871.296509	680.801697	656.685669	773.452759	703.848328	877.819092	711.665100	40.844666	30.433458	38.006802
PTTG1IP	194.931900	176.606232	216.043381	167.753174	162.470749	5.949793	145.904617	212.856277	185.963455	212.313950	275.494324	164.519531	219.293472	174.498932	194.515839	191.555115	171.209030	174.675003	306.310974	20.128307	15.638430	18.164833
PTTG3P	0.030269	0.066249	0.070495	0.029456	0.042363	0.766398	0.030384	1.002918	0.631804	0.045932	0.062979	0.028238	0.032075	0.033643	0.702272	0.204239	0.107791	0.026392	0.030793	0.127392	0.238369	0.208436
PTX3	1.288026	1.048686	1.051613	0.704705	0.991438	0.662161	1.386536	13.020760	0.616174	0.749615	1.086321	1.289043	0.471599	0.577754	0.831974	0.618624	0.678898	11.200788	0.963933	0.845125	1.021131	0.770501
PUDP	92.719040	84.061249	90.052376	73.340508	143.151825	3.425330	51.363712	108.854797	144.231247	73.607193	63.703781	151.308746	158.460907	241.982025	72.622932	125.411957	87.118759	204.170410	161.560760	17.877693	13.707407	14.510449
PUF60	292.955658	268.747162	268.744965	301.727600	309.811584	11.103292	283.502136	264.718414	264.235168	381.251770	385.307220	372.233337	467.417786	258.688202	374.450409	338.509949	304.472626	309.062622	292.224304	26.174335	20.985022	25.161705
PUM1	124.155121	47.240608	81.256371	103.023567	102.919815	4.518921	41.284775	101.755791	79.348755	134.271286	108.408234	120.862602	128.223648	107.167923	159.823105	106.131668	67.453033	111.051796	121.025925	13.702385	12.995880	14.690556
PUM2	83.276138	182.506561	61.075546	119.175331	159.196747	4.937234	136.379181	151.549255	129.651810	135.254196	153.315430	209.861832	191.833542	53.308151	120.907158	93.968277	108.500908	105.463234	175.480621	10.763809	9.877645	11.381964
PUM3	210.613297	258.820618	181.015671	100.604500	180.978043	5.564312	90.033142	287.758698	197.768845	248.883026	270.670074	200.005737	209.809998	121.748001	144.465546	157.005539	236.341476	170.504150	152.691132	16.318781	13.352587	16.968201
PURA	30.811394	133.881622	53.844727	64.541374	73.710068	3.611417	43.175453	120.832230	70.468483	19.273975	45.835732	16.047754	58.049271	68.965134	76.274315	35.856342	116.017860	116.345268	114.596405	9.255163	8.402511	6.187382
PURB	10.907864	64.370667	29.201029	16.169352	21.572708	2.563265	43.996563	18.931870	47.365311	18.614040	13.402300	33.589127	25.457563	58.417336	22.662754	72.224129	65.887657	79.582283	27.558739	8.715044	5.055903	6.727141
PURG	0.223993	0.202416	20.856724	0.640343	0.079823	0.640699	0.209548	0.377062	0.938303	0.347605	0.204241	0.502737	0.038446	0.805126	0.218066	0.257046	0.404456	0.140679	0.136064	0.808679	0.593067	0.902440
PURPL	10.629062	12.523588	22.168119	4.895612	3.989164	3.376615	4.807853	14.095562	17.015757	1.570601	6.471838	18.399014	19.062088	24.067226	5.193506	4.832084	7.381009	17.927885	6.558866	5.811305	4.305342	4.193018
PUS1	21.100145	20.698223	13.703489	14.271617	8.157004	2.663278	14.023453	16.990574	4.827181	13.241990	29.386492	27.757919	6.108060	32.442749	23.179110	22.827183	2.116014	7.268211	24.596649	5.990113	6.080050	7.496479
PUS10	2.186184	23.913170	7.296043	9.923019	8.473595	0.873449	3.902448	28.513245	3.849900	5.228740	36.280224	16.915541	38.721039	6.845185	1.668087	20.376036	3.345838	62.120140	63.192757	2.301335	1.682368	1.762560
PUS3	173.161285	93.086021	54.157482	75.055458	92.097885	4.545843	62.012623	110.255119	185.884995	99.456131	67.906647	26.797272	64.730179	124.987915	123.379349	67.749817	77.364342	122.443253	71.244873	17.434208	15.248641	12.814907
PUS7	91.094559	57.443825	223.980209	166.144806	156.770782	7.886283	75.948227	216.468536	110.661949	124.112206	241.009094	90.071533	104.724228	46.905075	194.656952	113.278603	190.062164	73.815697	49.579659	10.189261	11.173750	13.012136
PUS7L	290.462646	317.559723	219.902069	291.760376	436.138794	6.819328	442.282990	265.128967	192.316498	244.580994	214.913147	260.590973	223.179230	168.062225	177.995010	197.212479	192.879822	229.939590	219.540924	21.440622	20.832018	22.086353
PUSL1	40.690384	53.276501	57.437004	56.083954	36.552135	6.072882	77.974022	52.210762	81.727684	79.708748	64.987679	54.138054	74.197876	49.224449	16.373987	57.895409	53.748993	50.759171	85.157410	9.428947	6.126044	7.146297
PVALB	0.029652	0.026637	0.024714	0.024890	0.029546	0.297946	0.030148	0.024945	0.023762	0.022038	0.027210	0.025411	0.028245	0.025487	0.027028	0.023526	0.026725	0.024269	0.027277	0.120671	0.144935	0.127514
PVR	18.815332	12.696393	19.489151	11.456826	12.915687	1.322459	5.752865	10.651325	16.100447	13.278845	19.187796	11.723471	29.361204	33.600555	2.360912	48.643044	3.867402	10.105387	26.313862	5.746636	4.192387	5.216508
PVRIG	0.024695	0.022553	0.024297	0.022852	0.027056	0.270712	0.027784	0.022326	0.024635	0.022584	0.023263	0.023146	0.022970	0.025440	0.024803	0.022446	0.024781	0.020546	0.025564	0.118792	0.137660	0.123209
PVRIG2P	0.033435	0.020455	1.178917	0.042284	0.010873	0.541372	0.022309	0.032594	0.029120	0.015662	0.042963	0.021781	0.013109	0.046336	0.022419	0.015646	0.031923	0.012390	0.021876	0.193688	0.173297	0.178943
PVT1	28.209801	33.617134	29.172504	56.829510	33.780956	3.091579	33.444561	24.431755	35.582371	39.666149	37.005722	30.047375	31.934416	64.375061	49.107933	49.376137	33.479279	35.261326	59.116989	9.139315	7.297774	7.798175
PWAR6	1.077271	0.849350	1.286319	0.321949	0.629700	0.406258	0.176905	0.210343	5.452266	1.592933	1.837926	0.546621	2.916546	14.459466	1.565471	0.536488	0.473031	2.064734	31.153570	3.267446	1.636415	1.263324
PWARSN	0.138735	0.024455	0.055247	0.827207	5.674429	0.655953	3.350399	0.098181	0.050075	0.076568	0.014879	1.286630	0.038821	0.073800	0.040529	0.053346	0.085872	0.024615	0.036298	0.152132	0.441536	0.313089
PWP1	241.979141	279.298553	237.450638	224.542480	251.018234	9.855815	243.791550	381.686157	280.223816	229.747574	318.497192	229.068481	448.225159	173.183655	261.913849	229.867569	375.115753	236.995331	410.830566	20.794083	17.602451	19.488691
PWP2	34.872738	3.910320	57.823318	9.945425	10.964027	2.853596	15.765600	35.774570	19.308411	30.375965	42.555473	36.535950	32.311512	7.482918	11.520945	36.801086	49.486542	24.369003	39.088776	3.990749	3.129571	5.311276
PWWP2A	39.286213	11.151148	22.091335	17.534147	39.499054	4.028562	87.140160	28.675753	33.984432	25.538294	33.085739	48.263084	24.308994	38.825283	20.235779	33.493778	123.782768	59.777031	17.636608	6.525618	5.239736	6.436325
PWWP2B	1.548829	0.237246	0.185101	0.049934	1.116108	1.529564	0.115120	2.934427	1.795880	0.283375	0.333014	0.299091	0.964156	0.147598	1.323190	5.004856	0.280106	0.194968	0.155446	0.423690	1.053594	1.231224
PXDC1	0.033040	0.012412	0.008159	0.018260	1.043713	0.206216	0.031637	0.026336	0.020318	0.017706	0.009225	0.018847	0.018936	0.033290	0.017585	0.011015	0.014930	0.006518	0.016684	0.092472	0.213714	0.122149
PXDNL	0.070621	0.040869	0.067906	0.055515	0.056031	0.264013	0.072360	0.076017	0.048836	0.058998	0.055741	2.727152	0.089733	0.039783	0.032211	0.057836	0.026512	0.051979	1.695505	0.126968	0.140915	0.202181
PXK	129.406784	149.386871	126.735962	77.211807	79.822701	5.650083	68.786407	120.106140	102.970230	107.674210	42.435150	109.725868	130.836578	105.998604	67.564407	95.717972	181.800674	81.265594	66.616554	14.049626	11.174137	13.555547
PXMP2	79.932777	103.933586	80.177353	75.142296	73.116020	3.749633	59.498856	68.957573	85.187950	109.512238	185.040344	83.956863	123.486237	107.710152	31.339462	103.187042	122.618423	166.655304	93.177765	13.164345	8.345002	10.430641
PXMP4	19.842293	21.837473	36.081196	8.778787	14.618208	7.112218	54.530087	12.171738	14.664402	18.518944	8.277069	31.659298	48.437790	32.623581	26.516096	43.272552	7.853589	3.916285	11.149920	8.716501	7.117489	9.862680
PXN	33.965599	19.314392	38.848545	25.629185	19.012405	1.563854	2.526227	15.247732	26.808933	60.525284	38.444576	41.123234	29.616028	34.714642	31.502691	32.944534	13.340389	25.003227	44.406208	6.516571	5.283175	7.455467
PXN-AS1	10.749493	14.693604	33.084557	6.479708	13.023150	2.570987	12.151246	14.072013	8.399362	13.575139	8.917611	17.023304	18.081932	33.782310	17.108795	17.863867	12.337335	28.016014	6.635989	6.789090	4.999436	6.101012
PXT1	6.331208	0.461555	1.011755	0.420050	1.174576	1.062567	0.833195	8.162888	0.308591	0.407900	0.150663	1.068862	0.113809	2.539371	0.732240	0.241305	0.188765	0.467018	0.155051	1.280937	2.437584	1.582690
PXYLP1	0.771971	2.113154	8.351573	1.258848	0.381074	0.412041	0.639656	0.916617	3.430681	1.711630	0.532093	1.087017	0.370613	5.920746	0.676551	0.859575	2.058517	32.394154	1.573832	2.688895	1.215722	1.232050
PYCARD	10.648750	33.695251	21.264256	11.314512	10.898147	2.905266	21.055996	17.021795	15.643348	32.066475	27.531939	22.298748	22.733246	24.448561	32.523361	16.711885	13.870381	22.618603	19.590742	6.832662	4.692105	5.502561
PYCARD-AS1	0.026889	0.025445	0.026287	0.026073	0.026077	0.297528	0.026463	0.023252	0.023846	0.022958	0.023912	0.022902	0.025323	0.025880	0.027658	0.021035	0.025504	0.023902	0.028968	0.124510	0.146355	0.126325
PYCR1	417.926270	511.998779	498.291595	494.937042	334.642303	9.914563	308.387207	417.399506	477.388519	504.657654	701.583862	480.714905	651.504761	436.173706	495.191986	547.836731	492.591064	554.386963	528.799500	33.811642	24.755278	30.807156
PYCR2	117.425858	203.999130	149.494247	155.896881	128.536087	6.930821	171.608307	137.744339	160.354477	186.019333	252.488297	201.803864	176.663162	207.512329	187.501984	188.615021	122.949982	182.552185	115.648956	20.473217	15.140527	18.194498
PYCR3	13.127361	4.699372	1.712905	3.916504	8.616728	1.607912	4.721053	2.991127	4.228907	14.916215	5.653196	2.519258	11.666033	3.379633	6.199490	6.394653	8.611191	2.650796	6.560353	2.518377	2.194139	2.402962
PYDC2	0.014252	0.032495	0.020341	0.020574	0.012466	0.196486	0.027455	0.013588	0.015907	0.038099	0.021525	0.027262	0.029083	0.026297	0.027256	0.783624	0.023056	0.026044	0.012087	0.138262	0.139582	0.238697
PYGB	12.912947	25.775402	2.633283	2.433160	15.531639	1.205470	4.581028	11.936203	30.401535	29.750362	10.375278	6.131752	16.984362	14.415633	61.996952	4.955124	14.839298	46.948631	39.524929	5.226705	4.574564	3.627572
PYGL	256.403168	262.502350	202.447891	171.338562	221.872513	10.759260	186.286682	225.177124	173.119095	284.348450	340.228363	197.902328	302.502075	203.392059	235.265533	225.981491	207.330841	154.626022	266.210968	22.399765	18.499487	20.843933
PYGM	0.601259	2.196731	6.493640	0.719176	0.227573	0.482694	0.306693	0.715500	2.343214	1.313567	2.144619	0.724043	2.007411	5.091258	0.701996	1.020548	1.686071	30.921207	2.489152	2.588749	0.971117	1.041977
PYGO1	0.017422	0.022181	0.048402	1.652200	0.027308	0.348094	0.034954	0.025055	0.015866	0.032710	0.019008	0.024735	0.008591	0.028725	0.035942	0.017769	0.037818	0.019919	0.020322	0.094847	0.154755	0.099706
PYGO2	2.665252	9.846934	24.702345	25.613125	47.090488	1.707855	2.993649	31.201954	50.255943	26.066547	14.473562	19.043758	16.395952	49.658058	38.654633	10.865542	33.461555	16.228512	54.238941	3.993694	3.346216	3.236804
PYM1	65.741287	46.584099	57.818714	33.726337	26.751303	5.118901	38.315662	42.765617	50.659828	63.346378	87.038712	101.167198	94.743088	46.764851	70.366608	33.638733	57.478348	66.807167	44.541668	10.596537	7.865844	10.115892
PYROXD1	101.653564	23.587626	52.917599	50.832939	50.748051	5.013600	31.097519	125.773743	144.173691	55.272167	158.398132	21.031618	89.447632	10.065209	26.782932	57.504856	147.941452	35.996647	73.983322	5.237040	5.281556	5.735529
PYROXD2	3.744266	11.356663	7.745171	3.291037	3.772633	1.759495	2.443564	0.958894	8.718222	2.721442	2.102701	7.748043	14.454868	14.551465	4.185156	11.767212	15.591149	8.852337	1.765297	4.212815	2.558603	3.709885
PYURF	447.957855	382.062714	403.085175	417.522125	480.739197	8.240180	442.419464	627.907776	485.962036	413.108887	450.645081	523.029724	411.429657	339.033661	378.109009	411.163513	431.877075	432.710663	385.112701	28.257681	24.463003	28.203655
PYY	0.045769	0.014297	0.026256	0.037650	0.056945	0.757014	2.456988	0.039076	0.014604	0.012126	0.007951	0.033202	0.007693	0.008470	0.016077	0.024419	0.072486	0.015365	0.008758	0.105436	0.171008	0.136309
QARS	290.043121	335.087952	338.826965	268.257935	231.541992	7.399179	229.249100	247.228394	324.176819	411.798248	514.605469	389.851715	380.572479	257.228760	282.996735	366.070129	281.508972	305.177887	288.368164	26.127026	18.583717	25.273052
QDPR	138.485901	155.558792	120.317596	96.199562	86.112419	4.710378	109.614380	101.405685	165.209198	137.115158	148.322540	87.159523	94.570038	102.956482	71.706139	76.330566	62.855061	131.241852	109.150909	16.069574	12.328848	13.001678
QKI	42.059494	89.741165	52.643208	105.642159	52.724148	3.824613	51.566086	94.930534	85.561539	105.664627	84.689972	113.841431	73.531281	84.246124	50.485188	73.121567	55.564911	61.028587	65.409340	9.464738	7.647168	8.982136
QPCTL	3.203349	1.756287	4.246006	11.771780	4.876482	1.704876	3.427310	2.581882	1.994036	2.932414	4.317967	5.408367	4.032104	4.224932	1.867068	14.343853	3.367274	1.434043	3.320839	1.677989	1.874053	2.436505
QPRT	97.378891	91.121490	86.644615	46.493290	39.426041	5.892557	66.387863	49.273308	55.776588	62.615658	106.020798	117.358574	79.914825	102.254303	108.884750	78.181877	96.544403	61.991543	64.671867	15.056581	10.939854	15.229422
QRICH1	52.847118	38.213760	45.100075	36.283409	49.544647	2.129678	44.860199	44.494553	12.741817	86.173340	38.504501	41.268112	53.553246	45.290249	23.698811	65.851944	6.244598	90.559418	61.162834	11.145816	9.499619	9.975687
QRICH2	0.058338	0.058191	0.067291	0.035928	0.067030	1.180009	0.070830	2.798438	0.038589	0.018514	0.055394	0.098783	1.070452	0.016649	0.099711	0.040465	0.099043	0.064447	0.050419	0.099921	0.205704	0.150806
QRSL1	154.918198	137.706039	154.754593	170.923935	223.442673	7.105916	214.727646	214.613403	146.651779	206.608612	216.988678	158.658997	228.205566	137.230606	152.557877	239.080414	305.760376	165.406738	133.570312	16.231096	13.126156	16.049652
QSER1	91.003342	87.338585	38.997032	50.130695	137.738678	3.171356	78.267517	39.988129	51.547867	121.253746	44.762131	74.053772	188.870331	66.468254	91.213043	160.975494	144.547409	78.789917	115.357048	12.392657	9.504469	12.352092
QSOX1	3.036434	16.326273	8.914716	11.317340	8.119906	1.485844	2.475454	13.245454	11.101337	8.210438	21.064724	4.012938	4.476171	7.879277	20.085747	5.952753	5.298232	11.282288	30.254677	3.020880	2.968019	2.531723
QSOX2	6.354281	31.359329	14.678943	26.877598	22.822525	1.099744	4.848752	14.377139	32.212841	40.408905	19.266743	22.967373	24.681793	12.512414	3.055963	21.522671	2.713932	23.916632	30.089161	3.983052	2.954810	3.194759
QTRT1	24.537422	30.199741	24.259462	18.686848	26.799572	4.945395	24.890741	18.321960	8.397555	36.779572	15.911163	25.721821	40.056290	44.169033	32.625122	15.171097	35.429733	29.081081	33.190456	8.158361	5.913325	6.070024
QTRT2	39.313263	58.556053	12.838029	15.813033	39.499702	1.907349	5.626270	22.178930	38.643291	26.231897	15.936049	24.022768	44.357292	19.289177	41.714191	55.358315	45.332218	44.484985	24.157804	5.861834	6.129139	7.251056
R3HCC1	56.832439	84.734489	47.918373	22.044830	53.693481	4.281241	94.198288	46.395039	70.307175	71.322540	123.291252	89.368118	91.962761	78.626175	61.102432	94.722763	48.459457	89.531525	73.831223	13.827181	9.305342	12.134799
R3HCC1L	223.771072	36.529747	96.056229	64.741692	169.757309	4.664793	110.073044	137.141785	60.566742	76.959908	184.514954	83.411736	95.789703	45.913277	44.857620	97.813454	18.060734	46.899284	86.826553	12.373446	14.626136	15.022015
R3HDM1	59.559116	80.102303	99.041039	86.723152	83.614510	3.889702	65.628532	111.709351	131.660309	105.926346	131.702942	21.712078	102.690796	37.915466	50.035088	89.319336	50.252300	171.979630	63.319893	11.404263	9.691462	8.685628
R3HDM2	15.292611	27.974045	4.571614	8.846193	16.616199	1.048355	2.687561	9.618307	6.061916	17.629356	5.644882	14.475163	14.275544	2.067863	13.711611	10.631228	13.928321	12.010161	13.848335	2.290095	2.748463	3.343470
R3HDM4	90.538742	82.536758	87.602188	120.868652	90.454849	5.178158	124.685692	70.777290	90.932983	143.201126	148.170624	110.647064	120.781944	150.075348	186.114090	122.975128	118.819328	139.785385	114.867760	16.834833	12.502856	14.719690
RAB10	465.265259	462.817108	476.113403	449.710022	408.493286	7.284916	352.308350	562.364075	572.543152	582.577454	525.221802	391.365967	394.668030	418.653870	451.808044	430.376770	562.444824	588.679565	425.591583	31.729383	24.731239	28.908867
RAB11A	791.313416	855.296448	823.972046	803.989868	737.959534	10.222093	702.977966	989.659851	991.253296	1034.953735	874.585327	958.623657	1007.181641	778.859131	757.225098	981.449890	762.641724	936.740479	736.613770	43.973816	33.949551	42.207222
RAB11B	22.048983	46.862835	40.897957	31.386406	39.270744	3.364337	26.608639	25.472359	31.192299	52.051174	70.828941	41.784492	52.433208	30.064314	59.707378	50.529297	17.474651	48.311646	39.377869	8.620878	7.383023	8.723825
RAB11B-AS1	7.970707	7.392217	3.205592	4.640003	4.779822	1.729788	1.801823	0.920340	9.746630	4.721220	8.957909	7.866796	7.841844	25.257204	1.423300	5.679306	15.314335	8.936707	1.774008	4.244150	2.185821	2.727798
RAB11FIP1	165.554291	160.048004	131.745972	186.688812	147.793594	6.537277	193.551376	120.291840	119.596764	146.514862	219.746613	122.178009	136.908447	125.800850	200.772354	117.666206	127.483467	190.514664	126.046738	18.742676	16.222305	16.930082
RAB11FIP2	29.714743	32.703766	24.262737	29.622200	11.689016	4.871663	26.453003	12.494167	3.004994	8.595892	31.170301	23.250210	25.388676	18.764778	8.368698	31.354807	48.300362	26.376265	31.168533	6.159408	4.648959	5.796473
RAB11FIP3	2.152382	6.718571	1.859241	5.967811	0.257944	1.246562	1.058645	0.294115	5.716522	1.134562	0.413574	1.165565	0.853316	4.776449	2.504656	14.024596	1.196673	3.416181	0.323052	3.004452	2.504658	3.168847
RAB11FIP4	5.074906	17.353184	27.023321	17.575613	1.420971	3.099372	2.504879	16.779161	3.261090	33.055817	31.388615	2.161987	2.796745	3.233471	26.623501	3.112861	9.181836	2.589237	10.982032	2.345129	1.874787	2.168857
RAB11FIP5	0.703199	1.494749	3.889316	8.271198	2.057145	1.334704	0.703913	1.612923	14.153918	2.695394	0.274149	17.808792	2.962173	11.346361	2.116726	9.006310	0.758200	0.892798	0.436903	1.736267	1.736500	2.358414
RAB12	2.644773	0.467147	3.180164	2.291397	5.376070	0.901335	2.203035	2.537379	6.230853	10.598766	4.512901	9.339613	0.159752	1.793657	0.788410	0.900283	0.875464	0.496518	0.466274	0.991750	1.129460	1.450982
RAB13	74.124077	79.488831	70.972221	65.276604	73.081894	5.736132	100.680420	71.064301	74.956924	100.558411	90.506798	100.884567	132.358826	105.074768	123.177956	83.332504	58.176048	74.860626	64.379417	14.749786	11.605305	13.213030
RAB14	240.194305	187.705414	208.664429	252.910034	244.440506	4.868329	242.004074	300.640442	234.418289	251.551682	236.474380	302.910278	207.080475	228.416336	200.021667	287.606842	167.360489	373.541260	259.426788	21.808861	18.519243	21.466934
RAB18	426.614990	422.411102	475.179657	512.163391	523.988281	10.308342	444.711151	628.001831	502.251007	408.070618	637.361755	505.914398	622.689575	350.385040	428.861420	466.402313	530.334839	542.847168	442.269928	28.776649	24.960045	28.186049
RAB1A	703.737244	808.655945	835.303894	791.523254	657.187866	9.791565	638.668091	816.596313	897.932678	868.466797	956.952515	860.056458	828.976624	734.896729	761.293030	863.434204	805.803711	905.746277	733.176758	43.226963	32.443218	40.289589
RAB1B	12.730927	12.398095	8.208905	8.035169	2.841657	4.384529	9.079498	8.788857	17.457108	2.220242	47.117531	18.915098	24.182146	12.007578	16.004093	3.513442	2.617462	23.685349	16.336910	5.559253	4.948366	4.163682
RAB20	10.501886	21.215668	20.237324	11.738966	2.111753	2.852994	9.112136	1.745177	8.323856	7.333158	22.488787	19.628777	12.654423	20.975922	8.363943	6.259913	5.640419	15.265144	12.366533	6.846590	3.736864	4.655905
