	SRR8114442	SRR8114443	SRR8114444	SRR8114445	SRR8114446	SRR8114447	SRR8114448	SRR8114449	SRR8114450	SRR8114451	SRR8114452	SRR8114453	SRR8114454	SRR8114455	SRR8114456	SRR8114457	SRR8114458	SRR8114459	SRR8114460	SRR8114461	SRR8114462	SRR8114463
AMPH	0.208701	0.024935	0.025111	0.089866	7.923081	0.339621	0.260333	0.121956	0.036148	0.060929	0.028106	0.052318	0.042643	0.075035	0.058553	0.190547	0.042590	0.014917	0.021799	0.159887	0.535530	0.346604
AMT	4.496768	9.167596	6.737971	2.647539	0.623658	2.473556	0.504714	1.785604	2.194852	2.439095	15.640644	1.265491	16.752888	6.345757	11.263815	3.358631	1.604030	4.991063	2.858665	3.498977	2.466697	2.665917
AMY1B	0.018495	0.038540	0.016824	0.027669	0.018142	0.658900	0.017710	0.033977	0.015030	0.025788	0.030169	0.010072	0.021245	0.025934	0.761068	0.018373	0.032624	0.011359	0.026541	0.137479	0.220857	0.156430
AMY2B	3.765597	0.249264	2.087710	0.910408	8.393276	0.376659	1.086687	0.265867	3.573296	7.852179	4.555982	5.513444	0.477173	2.061379	0.578051	4.894459	0.262906	0.577222	1.679580	1.535022	1.508048	2.495409
AMZ1	0.024978	0.024813	0.029510	0.027628	0.025973	0.319961	0.030992	0.025079	0.026712	0.025437	0.027809	0.025611	0.024956	0.026489	0.028430	0.023561	0.027295	0.021625	0.028471	0.124437	0.142152	0.127014
AMZ2	315.196503	268.526947	272.443939	245.373810	212.074249	10.947459	330.451660	297.234802	214.400757	197.801102	297.872284	295.373322	337.076904	162.394836	277.518829	253.950516	355.434540	197.682480	318.040863	22.098780	19.292866	23.119286
AMZ2P1	45.866055	50.699921	41.125526	58.897743	73.340576	3.471293	58.772339	77.265320	70.238152	75.433990	62.328758	21.247847	7.393007	19.380747	64.368675	28.215748	66.580421	6.936047	35.386883	5.612290	6.497981	6.920588
ANAPC1	67.191078	100.121201	90.684090	84.739746	93.790024	5.313615	77.023201	79.426659	99.133598	81.759140	69.781265	118.037041	81.560043	97.543076	54.561844	41.307232	16.220949	26.352592	85.159721	13.311877	11.957050	11.557133
ANAPC10	110.972023	91.346970	143.398193	173.360550	129.112411	6.699092	118.821877	188.661331	172.335571	141.862442	121.584106	210.033630	196.572662	118.818535	176.416687	171.843063	162.103561	167.086899	108.582939	14.372389	12.698679	15.350953
ANAPC11	226.331757	274.818481	261.249756	320.428009	223.609589	7.827280	269.160492	232.704407	318.476562	320.582825	474.086517	308.081940	415.169159	311.595947	314.728668	386.666809	315.168549	423.047668	344.855469	27.366680	19.618259	23.566153
ANAPC13	582.087646	430.329773	527.325256	590.582153	657.773499	9.330006	535.476685	716.102295	607.544373	498.258331	476.417725	611.070374	517.888611	424.644501	443.446991	514.232910	662.461914	553.083130	406.078125	31.307507	27.178322	31.942999
ANAPC15	49.619560	33.189926	62.278431	56.368229	57.946064	4.598509	43.019291	27.389538	56.488529	38.193920	59.484386	63.819866	60.477077	54.739883	35.379936	35.585110	46.893036	34.908306	34.187054	9.610143	7.842697	8.991297
ANAPC16	792.379761	735.664917	801.759399	961.568237	825.968445	9.890743	651.248535	800.170166	901.311279	1031.594971	919.773682	928.034912	958.873718	863.785034	809.363037	922.314392	772.202026	1004.134705	747.597107	45.134594	34.527477	42.188652
ANAPC2	3.751235	0.983618	0.986525	7.657491	1.762158	2.235022	1.111228	1.145367	0.342627	7.801402	4.543680	5.203944	7.411700	1.190192	7.511758	2.905626	0.332280	0.552112	1.250268	1.256921	1.801673	2.101212
ANAPC4	164.613449	344.864502	244.607010	258.111572	300.254486	4.762601	118.021339	254.770782	237.927673	213.085068	165.618958	137.832565	153.279541	263.824341	277.485352	128.815140	248.203827	270.993958	251.582626	21.025753	18.083923	17.574305
ANAPC5	729.712708	631.360168	685.944397	771.282043	676.197510	12.668185	670.439270	750.309509	705.167542	738.347412	853.500977	819.050415	855.516724	620.915344	668.302063	750.888611	769.457092	755.979004	656.371704	40.817104	31.952131	38.753731
ANAPC7	352.940887	214.435928	281.239990	238.580017	246.889465	5.371294	168.694504	247.705353	213.042603	370.600220	352.097229	169.545609	193.906006	232.929779	289.839752	279.918945	203.455704	279.671570	326.540894	24.923973	19.818481	23.183868
ANG	0.028274	0.151087	0.029305	0.031246	0.013463	0.105288	0.035169	0.043185	0.066640	0.040527	0.096709	0.038830	0.092428	0.104217	0.031558	0.060756	0.065358	5.326187	0.120984	0.326859	0.175036	0.140709
ANGEL1	7.607157	0.828913	7.325094	1.567869	7.019316	0.915549	2.114895	1.772304	26.336952	13.617971	2.141361	2.691853	2.874333	1.489009	1.167433	12.951428	1.183644	0.726778	6.489776	1.879449	1.799179	2.727793
ANGEL2	43.204926	88.074600	66.122856	33.176777	59.112648	5.601719	133.182236	27.223764	66.094078	15.378406	89.793732	42.066879	71.064262	74.150307	13.137017	57.592888	76.954041	52.600891	24.319069	11.867519	7.908147	8.973911
ANGPT1	227.591370	218.858902	118.565208	217.602585	225.118927	5.498876	233.739090	169.452087	157.258789	253.351440	103.958961	251.577347	235.421967	127.993591	126.366951	207.150589	166.082550	208.323318	105.304794	17.979345	16.077105	18.836142
ANGPT2	0.681107	6.268129	10.329076	4.032734	0.197825	1.954604	1.182343	0.875053	1.189517	1.677996	5.978694	2.495570	35.596523	3.434610	2.382004	20.278362	9.011483	8.840460	4.318807	2.459354	0.989358	1.856407
ANGPTL1	0.311072	0.188088	0.484502	3.264230	0.432815	0.403641	1.034158	0.480138	0.256082	0.320720	0.183548	11.523666	0.324474	0.213214	0.175348	1.710650	0.298275	0.290004	3.311136	0.317090	0.438788	0.728260
ANGPTL2	0.112247	19.004408	0.268438	0.182303	0.050253	0.245606	0.140681	0.197516	0.182924	0.575971	0.171176	0.320521	0.371412	1.193485	0.779268	0.594941	0.120101	1.282041	0.269907	1.146926	0.631240	0.711145
ANGPTL4	8.271738	0.029393	0.079105	0.760477	3.925418	0.507141	0.173946	0.076199	0.041691	0.172897	0.119052	0.081516	0.073720	0.146596	0.079091	0.033614	0.031615	0.025068	0.124826	0.395219	1.279372	0.616878
ANGPTL6	1.458290	1.356113	1.201330	3.150357	10.327084	0.615987	15.796995	0.641000	8.421347	4.000875	0.269059	3.469499	0.887659	41.744465	4.048298	1.822575	1.334936	2.579831	5.059308	4.208973	3.072554	2.256889
ANK1	16.780918	39.665459	4.739957	12.831285	45.758339	2.223215	12.995180	12.658249	42.993790	59.721333	26.830662	13.451872	32.029274	20.312721	54.687233	9.191140	41.040722	12.299175	33.924751	4.754879	4.151891	4.019372
ANK2	1.588613	0.012259	0.031591	0.015769	0.032450	0.322581	0.045402	0.021285	0.012746	0.021596	0.061875	0.015702	0.026038	0.020027	0.018327	0.014016	0.010977	0.016847	0.040869	0.217250	0.320417	0.260118
ANK3	65.751442	23.122551	39.708603	32.201675	41.419907	4.518864	34.932102	51.607632	50.231411	31.581278	42.585972	32.094944	71.416809	85.859200	16.822723	81.391594	37.915798	19.886110	28.340109	9.242398	7.636684	8.934483
ANKAR	0.133717	0.100588	0.225932	0.073074	0.507030	0.691642	0.233306	6.778299	0.593258	0.106987	0.020366	0.155470	0.019897	0.567190	0.201275	0.200795	0.148073	0.095638	0.022258	0.281324	0.605336	0.385180
ANKDD1A	0.082089	0.427131	0.115677	0.140555	0.965637	0.592917	0.111878	0.120453	0.206788	1.186139	4.212791	1.920732	1.224616	0.187141	1.496836	1.951442	1.559179	0.195947	0.566970	0.293831	0.287945	0.581390
ANKDD1B	0.330434	0.149238	1.087802	10.578943	0.414324	1.323956	1.089633	0.567182	10.153400	0.631312	0.166970	0.511254	0.025671	0.868814	0.402076	0.174229	0.354872	0.247938	0.153214	0.568548	0.886107	0.510858
ANKEF1	1.690119	5.980296	1.810546	35.922279	12.969391	1.486783	3.506667	1.665034	22.573818	15.070346	14.492634	11.085989	43.821815	8.499516	8.719706	33.525360	34.008366	11.089783	44.618034	2.304979	1.478671	2.005160
ANKFN1	72.181091	56.765865	50.649055	17.697456	36.396240	2.166448	57.054249	16.477432	47.306568	52.285103	25.515781	84.653397	25.966038	19.706936	18.199427	12.655310	29.564217	49.796959	126.507614	9.027667	6.249298	7.819996
ANKFY1	33.611931	37.101334	6.422737	24.145523	65.764427	2.840591	84.959480	33.145664	26.057457	53.867508	10.557096	56.887722	21.182047	16.134232	48.767784	14.474052	11.180972	12.519271	42.034416	5.319998	6.381314	6.222706
ANKH	37.347500	3.633401	17.277895	20.201731	8.364137	4.516101	13.138505	15.530154	5.088116	25.376263	3.054112	19.746145	28.122456	27.292919	25.393150	16.762571	20.587433	2.927211	18.879839	5.281895	4.457606	5.575287
ANKHD1	299.735504	222.607742	247.998215	375.951477	347.242126	9.387276	258.365601	272.379242	185.034271	225.934296	340.232239	207.407867	309.289062	173.759949	261.596191	212.107529	228.765137	116.893623	212.936569	19.999104	19.054951	21.024258
ANKHD1-EIF4EBP3	40.433952	38.425716	7.476013	11.219938	19.431358	3.059928	43.305679	15.233957	21.458900	10.052389	76.057571	16.907557	100.418106	33.887039	15.130322	23.558636	19.349199	142.484039	150.447357	10.179796	6.225485	5.435590
ANKIB1	43.359581	17.563557	18.508884	13.881736	47.408592	6.748968	56.089115	9.583912	10.549237	6.036976	32.807484	70.190109	89.886009	77.859070	31.260048	38.929569	31.494770	22.592232	10.624304	10.271657	8.675173	10.490880
ANKLE1	4.363358	9.206361	7.376170	5.724607	8.649427	2.287795	23.357258	2.546017	11.755589	8.673816	2.142554	13.633334	8.308021	18.996254	5.768950	23.427452	3.509449	8.473105	1.741258	5.195036	3.920338	4.833224
ANKLE2	62.134777	48.184273	40.700268	41.256870	70.894463	4.884242	79.359314	55.440258	71.812721	50.290833	79.792145	120.754013	56.362877	90.237900	65.230675	37.656315	47.762234	55.735218	67.851044	11.273688	9.486444	10.579470
ANKMY1	28.618149	2.561045	1.857772	4.358635	6.693481	0.633978	1.614538	0.936399	1.708372	11.869398	2.096427	28.793779	8.864986	13.248331	1.746680	26.048756	1.061805	1.868573	1.785784	3.343657	3.282957	6.050938
ANKMY2	285.975525	189.601242	388.521484	321.209564	237.216034	9.186062	223.423599	191.325439	177.119995	203.254196	292.041412	206.440521	295.722107	272.716614	208.000931	262.432404	355.317444	309.456787	180.515900	25.334274	19.687714	23.720905
ANKRA2	91.833054	44.422050	64.253067	66.419868	48.732437	3.547948	28.894817	96.012863	58.794064	30.580475	20.931347	95.192764	61.843212	48.255413	83.993736	39.327091	88.692398	131.266388	58.752922	9.804941	10.177484	10.453997
ANKRD10	35.176964	42.245922	36.744091	110.250755	41.335014	3.384007	23.683813	59.758961	66.529861	76.292648	141.786484	107.678520	88.592896	65.215935	47.916553	64.595963	67.801170	164.809250	56.249977	8.488540	6.546173	7.778613
ANKRD11	167.268814	156.173599	145.564514	169.980133	111.841957	6.519715	160.577454	115.544495	235.100464	137.498108	236.170578	137.320557	211.830383	97.691193	117.966255	161.794662	250.906708	175.469070	187.103394	16.353392	12.306946	14.614862
ANKRD12	482.703156	413.084656	421.098083	458.005035	478.836426	9.314981	566.021240	507.927185	460.245300	435.810120	398.260895	415.323212	485.394196	379.357483	439.105286	454.671204	555.885498	416.289368	487.306519	30.744612	25.232286	28.645687
ANKRD13A	107.449097	169.438034	119.659630	65.651314	60.322128	5.280004	100.495613	79.933884	116.725967	69.217995	92.295532	31.762468	124.632912	62.722187	73.153580	142.150757	151.193924	167.309174	81.353218	15.719236	11.784048	12.602209
ANKRD13B	0.059716	0.057225	0.077772	0.060886	0.109212	0.100871	0.023410	0.017215	0.120206	1.067318	0.023526	0.068195	0.008245	2.824719	0.062759	0.164675	0.008739	0.035684	0.019545	0.578271	0.359378	0.403111
ANKRD13C	54.000942	29.304829	39.073700	8.366819	25.838057	2.716717	47.672302	52.798985	56.300346	44.629303	20.137102	72.785873	52.652046	52.210838	12.920979	56.744324	35.516144	30.168127	68.859718	9.286528	5.591401	7.852164
ANKRD13D	12.787643	11.380116	26.078651	14.722972	9.807299	2.398827	29.543077	4.948369	9.355871	22.165937	30.005716	11.435385	24.944738	3.505603	3.686827	28.682680	21.250193	25.742319	22.757030	3.944451	2.393683	3.507190
ANKRD16	6.735562	6.538612	5.145621	19.193150	7.421521	1.043843	7.382390	5.382242	7.267855	22.138426	3.382953	17.531013	4.216624	6.131724	6.670902	6.083220	12.335855	6.934836	40.105217	2.206173	1.894812	2.304565
ANKRD17	80.257568	34.304955	112.423004	81.720085	69.741119	5.210636	73.212730	79.219986	80.510582	96.500954	110.757660	71.676636	45.255417	36.734245	102.063637	104.817650	178.962662	88.568649	68.130569	9.671449	8.926986	11.484021
ANKRD18A	2.194669	0.067672	0.268700	0.038517	0.172645	0.691719	0.132424	1.831226	2.944876	0.172359	0.096695	1.954990	0.158876	0.101957	0.080703	1.201828	0.183585	0.151851	0.098941	0.322336	0.574648	0.868554
ANKRD18B	15.679339	3.424809	13.488846	14.910316	2.081375	1.789183	8.369880	11.021469	15.044477	7.433200	4.158499	11.589986	0.907331	3.197059	0.850020	17.957453	4.415140	5.048936	1.500292	2.151695	2.385797	3.182457
ANKRD18CP	2.178821	1.849826	20.770496	16.839838	17.060055	4.909166	2.700995	3.111156	12.370405	4.179829	31.864363	6.013881	6.014277	6.124338	3.367417	3.922489	3.032466	0.887344	1.728989	2.204798	2.546723	2.703986
ANKRD18DP	14.868009	10.966383	2.397171	5.757723	14.059810	1.483590	27.973705	13.729328	10.130250	16.456488	14.395967	27.059244	10.691083	4.610012	2.649805	7.637724	1.982231	18.193878	6.790462	3.029018	3.175760	3.181891
ANKRD19P	0.013051	1.036253	0.034536	0.014671	0.013909	0.147561	0.017440	0.037833	0.649808	0.035489	0.018139	0.018882	0.027416	0.039498	0.037304	0.020034	0.062763	0.052894	0.039324	0.166957	0.118478	0.104834
ANKRD20A1	33.296028	5.607752	38.966221	43.888161	43.163834	4.371217	56.462730	12.423652	44.378693	29.540874	63.437607	57.454315	40.272533	21.556622	12.473633	23.289150	8.374515	14.434673	60.675953	6.876287	5.537542	6.525443
ANKRD20A11P	3.083383	0.481898	3.442617	4.607931	0.476097	3.705658	2.247470	0.633610	1.310647	2.515541	10.761478	0.194172	5.651634	1.188672	2.059024	0.201332	8.181040	0.653428	2.556420	1.422103	0.856355	0.644678
ANKRD20A12P	94.809525	88.187820	57.706421	123.247520	128.809921	5.347719	93.558739	171.284393	140.059479	76.232140	112.807541	221.138336	101.150696	53.628860	128.131424	96.164474	150.176361	143.822144	81.989319	10.245020	10.787300	12.420017
ANKRD20A19P	1.163678	1.349537	0.492019	6.372709	5.490835	1.666535	4.376980	0.942731	0.360882	1.278261	1.992889	0.674406	5.994647	0.660526	8.284526	1.278196	0.727788	0.720990	11.924885	0.918656	1.608179	1.046895
ANKRD20A2	10.316866	4.493159	19.332954	10.338715	9.421129	2.006052	4.232156	4.550280	37.210625	14.279418	24.214470	13.315918	35.409786	10.840174	1.381332	8.364035	7.698910	9.925457	21.327948	3.983907	2.147450	2.568584
ANKRD20A3	5.085734	29.581476	15.279269	23.631458	5.012475	1.906178	12.895622	8.013741	27.373583	13.314842	7.823722	11.953379	9.545134	29.654316	15.876270	54.660095	93.029663	58.791653	8.043577	5.683495	2.770247	4.196036
ANKRD20A4	0.014491	0.038810	0.025825	0.022735	0.013349	0.226611	0.030113	0.015710	0.019649	0.043450	0.029025	0.032109	0.038860	0.027444	0.033896	0.980667	0.027414	0.030960	0.014046	0.145673	0.144060	0.254350
ANKRD20A4-ANKRD20A20P	40.875633	33.162762	45.003468	32.850861	66.398247	5.002153	94.028885	28.657299	59.966366	26.849117	104.881546	5.091530	14.638315	13.539907	33.697605	16.404352	52.393784	13.511883	28.005917	7.040926	7.110437	5.719680
ANKRD20A5P	1.559956	0.988818	0.129772	6.724833	1.885692	0.679556	1.216646	0.182455	0.520712	2.668685	0.183168	0.549367	0.152446	0.302836	1.866976	2.230726	3.643483	0.731298	0.169582	0.615417	1.093817	1.138179
ANKRD20A8P	1.402496	7.195964	8.120820	13.564838	11.041155	4.265649	8.974031	24.147249	44.165379	7.677212	13.858164	7.613906	14.719504	21.573706	26.812525	2.913629	36.303555	5.633876	4.284401	2.430617	2.184685	1.804381
